State,District,Subdistt,Town/Village,Ward,Ward_Alphabet,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
27,519,99999,802794,0732,F/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0732,Urban,108293,484266,262640,221626,50212,26152,24060,35793,18371,17422,5686,3098,2588,379907,215682,164225,104359,46958,57401,189773,152712,37061,176746,144758,31988,605,403,202,1061,869,192,5375,3837,1538,169705,139649,30056,13027,7954,5073,439,210,229,135,88,47,890,315,575,11563,7341,4222,10860,6518,4342,432,207,225,115,72,43,639,237,402,9674,6002,3672,2167,1436,731,7,3,4,20,16,4,251,78,173,1889,1339,550,294493,109928,184565
27,519,99999,802794,0835,G/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0835,Urban,10786,48021,24973,23048,3676,1921,1755,4252,2068,2184,229,117,112,40806,21904,18902,7215,3069,4146,19571,14374,5197,18632,13902,4730,97,72,25,90,64,26,466,282,184,17979,13484,4495,939,472,467,32,17,15,5,1,4,74,27,47,828,427,401,726,369,357,31,16,15,5,1,4,60,23,37,630,329,301,213,103,110,1,1,0,0,0,0,14,4,10,198,98,100,28450,10599,17851
27,519,99999,802794,0836,G/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0836,Urban,33628,148827,78660,70167,11401,6009,5392,13315,6808,6507,2785,1393,1392,125073,68363,56710,23754,10297,13457,60438,45537,14901,57360,43742,13618,191,137,54,227,174,53,1497,892,605,55445,42539,12906,3078,1795,1283,89,39,50,34,18,16,315,131,184,2640,1607,1033,2458,1381,1077,88,38,50,28,16,12,248,105,143,2094,1222,872,620,414,206,1,1,0,6,2,4,67,26,41,546,385,161,88389,33123,55266
27,519,99999,802794,0837,G/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0837,Urban,20910,96529,56388,40141,7758,4094,3664,13307,6831,6476,497,289,208,79788,48836,30952,16741,7552,9189,42960,35684,7276,41511,34821,6690,86,66,20,138,108,30,1614,1285,329,39673,33362,6311,1449,863,586,41,21,20,10,4,6,72,24,48,1326,814,512,1166,677,489,40,20,20,9,3,6,48,15,33,1069,639,430,283,186,97,1,1,0,1,1,0,24,9,15,257,175,82,53569,20704,32865
27,519,99999,802794,0838,G/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0838,Urban,18133,84372,48741,35631,7298,3845,3453,6825,3601,3224,544,302,242,66637,40198,26439,17735,8543,9192,36252,30026,6226,34653,28992,5661,379,340,39,195,162,33,1060,850,210,33019,27640,5379,1599,1034,565,62,33,29,22,16,6,84,47,37,1431,938,493,1250,779,471,61,32,29,18,13,5,45,23,22,1126,711,415,349,255,94,1,1,0,4,3,1,39,24,15,305,227,78,48120,18715,29405
27,519,99999,802794,0933,G/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0933,Urban,94194,454589,258777,195812,47050,24425,22625,52351,26809,25542,3190,1757,1433,352786,210459,142327,101803,48318,53485,192410,160413,31997,181751,153342,28409,464,317,147,727,588,139,8896,7013,1883,171664,145424,26240,10659,7071,3588,295,154,141,95,62,33,827,405,422,9442,6450,2992,9021,5966,3055,292,153,139,77,52,25,555,247,308,8097,5514,2583,1638,1105,533,3,1,2,18,10,8,272,158,114,1345,936,409,262179,98364,163815
27,519,99999,802794,0934,G/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0934,Urban,19603,80583,40008,40575,5511,2779,2732,1243,619,624,309,163,146,70605,35401,35204,9978,4607,5371,31584,22170,9414,30159,21459,8700,64,37,27,96,62,34,651,371,280,29348,20989,8359,1425,711,714,29,14,15,14,5,9,73,27,46,1309,665,644,1248,615,633,29,14,15,13,5,8,50,20,30,1156,576,580,177,96,81,0,0,0,1,0,1,23,7,16,153,89,64,48999,17838,31161
27,519,99999,802794,0935,G/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0935,Urban,14341,63867,32384,31483,4459,2224,2235,4905,2434,2471,280,145,135,54560,28440,26120,9307,3944,5363,26038,18799,7239,23861,17608,6253,97,61,36,145,125,20,617,392,225,23002,17030,5972,2177,1191,986,49,24,25,10,4,6,82,25,57,2036,1138,898,2040,1117,923,49,24,25,10,4,6,59,18,41,1922,1071,851,137,74,63,0,0,0,0,0,0,23,7,16,114,67,47,37829,13585,24244
27,518,99999,802794,1043,H/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1043,Urban,21127,99427,55206,44221,9488,4990,4498,5137,2547,2590,588,326,262,81277,46623,34654,18150,8583,9567,41494,33272,8222,38950,31700,7250,117,67,50,180,127,53,1482,1100,382,37171,30406,6765,2544,1572,972,92,49,43,36,26,10,153,64,89,2263,1433,830,2147,1317,830,89,47,42,23,13,10,119,56,63,1916,1201,715,397,255,142,3,2,1,13,13,0,34,8,26,347,232,115,57933,21934,35999
27,518,99999,802794,1045,H/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1045,Urban,38257,185572,101137,84435,20609,10688,9921,18186,9300,8886,1802,1037,765,142937,81219,61718,42635,19918,22717,73974,58377,15597,66757,53904,12853,488,321,167,714,604,110,2270,1615,655,63285,51364,11921,7217,4473,2744,227,128,99,457,388,69,390,180,210,6143,3777,2366,6139,3698,2441,195,111,84,424,371,53,267,123,144,5253,3093,2160,1078,775,303,32,17,15,33,17,16,123,57,66,890,684,206,111598,42760,68838
27,518,99999,802794,1048,H/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1048,Urban,60882,272240,149523,122717,24884,12993,11891,11172,5932,5240,1790,1084,706,224962,128040,96922,47278,21483,25795,115415,90561,24854,107541,86066,21475,324,211,113,478,347,131,2401,1707,694,104338,83801,20537,7874,4495,3379,199,102,97,67,34,33,270,101,169,7338,4258,3080,6872,3868,3004,194,99,95,59,27,32,222,87,135,6397,3655,2742,1002,627,375,5,3,2,8,7,1,48,14,34,941,603,338,156825,58962,97863
27,518,99999,802794,1139,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1139,Urban,9739,47123,26017,21106,5432,2787,2645,563,286,277,75,43,32,35883,20530,15353,11240,5487,5753,18296,15609,2687,17213,14764,2449,24,15,9,28,27,1,219,186,33,16942,14536,2406,1083,845,238,18,13,5,6,3,3,28,10,18,1031,819,212,883,704,179,18,13,5,3,1,2,14,6,8,848,684,164,200,141,59,0,0,0,3,2,1,14,4,10,183,135,48,28827,10408,18419
27,518,99999,802794,1140,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1140,Urban,9538,36739,18219,18520,2570,1354,1216,394,183,211,73,37,36,31634,15898,15736,5105,2321,2784,15228,10355,4873,14654,10041,4613,34,20,14,62,41,21,481,348,133,14077,9632,4445,574,314,260,14,10,4,5,3,2,19,11,8,536,290,246,511,270,241,14,10,4,5,3,2,14,7,7,478,250,228,63,44,19,0,0,0,0,0,0,5,4,1,58,40,18,21511,7864,13647
27,518,99999,802794,1141,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1141,Urban,12403,48710,24372,24338,3424,1753,1671,2708,1321,1387,232,125,107,41914,21218,20696,6796,3154,3642,21421,14522,6899,20304,13869,6435,61,36,25,88,58,30,508,327,181,19647,13448,6199,1117,653,464,36,17,19,21,11,10,43,17,26,1017,608,409,996,584,412,36,17,19,19,10,9,37,16,21,904,541,363,121,69,52,0,0,0,2,1,1,6,1,5,113,67,46,27289,9850,17439
27,518,99999,802794,1142,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1142,Urban,13302,59337,34141,25196,5215,2798,2417,1827,952,875,1974,1010,964,47594,28930,18664,11743,5211,6532,29582,22284,7298,27107,20825,6282,57,33,24,111,76,35,791,510,281,26148,20206,5942,2475,1459,1016,53,25,28,22,10,12,111,49,62,2289,1375,914,2098,1223,875,48,23,25,20,9,11,85,33,52,1945,1158,787,377,236,141,5,2,3,2,1,1,26,16,10,344,217,127,29755,11857,17898
27,518,99999,802794,1143,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1143,Urban,7175,29539,14915,14624,1943,977,966,2882,1414,1468,155,89,66,25919,13274,12645,3620,1641,1979,12388,9116,3272,11734,8824,2910,25,16,9,48,39,9,106,61,45,11555,8708,2847,654,292,362,14,7,7,2,0,2,15,6,9,623,279,344,619,269,350,14,7,7,2,0,2,13,4,9,590,258,332,35,23,12,0,0,0,0,0,0,2,2,0,33,21,12,17151,5799,11352
27,518,99999,802794,1144,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1144,Urban,4793,18855,9387,9468,1114,569,545,166,79,87,15,6,9,17019,8549,8470,1836,838,998,7790,5621,2169,7629,5539,2090,11,6,5,12,8,4,262,223,39,7344,5302,2042,161,82,79,1,1,0,2,1,1,5,2,3,153,78,75,147,75,72,1,1,0,2,1,1,3,2,1,141,71,70,14,7,7,0,0,0,0,0,0,2,0,2,12,7,5,11065,3766,7299
27,518,99999,802794,1145,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1145,Urban,3024,12322,6223,6099,799,415,384,167,88,79,29,16,13,11049,5583,5466,1273,640,633,4803,3616,1187,4631,3494,1137,8,7,1,15,12,3,181,145,36,4427,3330,1097,172,122,50,6,3,3,3,1,2,6,0,6,157,118,39,157,112,45,6,3,3,3,1,2,6,0,6,142,108,34,15,10,5,0,0,0,0,0,0,0,0,0,15,10,5,7519,2607,4912
27,518,99999,802794,1146,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1146,Urban,6710,26671,13333,13338,1565,779,786,255,136,119,193,90,103,23971,12145,11826,2700,1188,1512,10985,7966,3019,10508,7681,2827,13,12,1,23,15,8,273,220,53,10199,7434,2765,477,285,192,16,6,10,6,4,2,21,13,8,434,262,172,400,237,163,16,6,10,5,4,1,16,9,7,363,218,145,77,48,29,0,0,0,1,0,1,5,4,1,71,44,27,15686,5367,10319
27,518,99999,802794,1147,H/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1147,Urban,6259,28285,15090,13195,1946,1006,940,749,387,362,118,84,34,24793,13465,11328,3492,1625,1867,12008,9576,2432,11599,9291,2308,20,15,5,33,17,16,370,271,99,11176,8988,2188,409,285,124,7,4,3,4,3,1,24,11,13,374,267,107,350,248,102,6,4,2,4,3,1,20,10,10,320,231,89,59,37,22,1,0,1,0,0,0,4,1,3,54,36,18,16277,5514,10763
27,518,99999,802794,1249,K/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1249,Urban,39274,164831,86280,78551,12520,6575,5945,9458,4870,4588,1413,749,664,140356,75838,64518,24475,10442,14033,68420,51023,17397,65770,49400,16370,121,78,43,192,123,69,1365,813,552,64092,48386,15706,2650,1623,1027,69,34,35,18,14,4,112,48,64,2451,1527,924,2186,1313,873,67,32,35,17,13,4,89,41,48,2013,1227,786,464,310,154,2,2,0,1,1,0,23,7,16,438,300,138,96411,35257,61154
27,518,99999,802794,1255,K/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1255,Urban,90659,393391,213532,179859,36502,18921,17581,16331,8414,7917,4532,2352,2180,324864,183375,141489,68527,30157,38370,164043,129287,34756,154348,123235,31113,521,336,185,776,584,192,3241,2219,1022,149810,120096,29714,9695,6052,3643,222,111,111,168,94,74,523,178,345,8782,5669,3113,8140,5061,3079,220,110,110,138,78,60,292,131,161,7490,4742,2748,1555,991,564,2,1,1,30,16,14,231,47,184,1292,927,365,229348,84245,145103
27,518,99999,802794,1256,K/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1256,Urban,60912,265663,140843,124820,25061,13136,11925,7975,4003,3972,1672,856,816,221817,121316,100501,43846,19527,24319,107397,83621,23776,101623,79995,21628,225,152,73,495,374,121,2684,1949,735,98219,77520,20699,5774,3626,2148,118,53,65,43,24,19,311,132,179,5302,3417,1885,4789,2943,1846,113,52,61,38,21,17,230,99,131,4408,2771,1637,985,683,302,5,1,4,5,3,2,81,33,48,894,646,248,158266,57222,101044
27,518,99999,802794,1350,K/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1350,Urban,13088,57426,30444,26982,4102,2181,1921,1143,574,569,339,157,182,49105,26403,22702,8321,4041,4280,24257,18578,5679,22907,17790,5117,34,22,12,61,49,12,464,350,114,22348,17369,4979,1350,788,562,28,10,18,10,6,4,153,85,68,1159,687,472,1243,724,519,26,8,18,10,6,4,140,76,64,1067,634,433,107,64,43,2,2,0,0,0,0,13,9,4,92,53,39,33169,11866,21303
27,518,99999,802794,1351,K/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1351,Urban,21999,99002,57893,41109,7800,4104,3696,1463,780,683,720,371,349,79589,48191,31398,19413,9702,9711,48996,37770,11226,44949,35513,9436,240,146,94,184,139,45,888,598,290,43637,34630,9007,4047,2257,1790,127,60,67,43,16,27,147,70,77,3730,2111,1619,3052,1560,1492,119,54,65,36,11,25,121,53,68,2776,1442,1334,995,697,298,8,6,2,7,5,2,26,17,9,954,669,285,50006,20123,29883
27,518,99999,802794,1352,K/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1352,Urban,71469,312567,162488,150079,29013,15085,13928,10883,5454,5429,2064,1094,970,255615,136021,119594,56952,26467,30485,123718,93134,30584,116786,89258,27528,385,218,167,660,460,200,3114,2216,898,112627,86364,26263,6932,3876,3056,213,111,102,57,28,29,515,204,311,6147,3533,2614,5807,3217,2590,210,109,101,53,24,29,418,152,266,5126,2932,2194,1125,659,466,3,2,1,4,4,0,97,52,45,1021,601,420,188849,69354,119495
27,518,99999,802794,1353,K/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1353,Urban,22999,92709,46874,45835,7070,3632,3438,1835,907,928,2763,1431,1332,79077,40964,38113,13632,5910,7722,39789,27591,12198,38205,26658,11547,143,80,63,165,138,27,1212,620,592,36685,25820,10865,1584,933,651,67,52,15,17,14,3,113,70,43,1387,797,590,1317,767,550,67,52,15,14,11,3,98,62,36,1138,642,496,267,166,101,0,0,0,3,3,0,15,8,7,249,155,94,52920,19283,33637
27,518,99999,802794,1354,K/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1354,Urban,2128,9182,4940,4242,1059,584,475,394,204,190,133,65,68,6495,3716,2779,2687,1224,1463,4258,3052,1206,4030,2924,1106,35,17,18,22,6,16,65,32,33,3908,2869,1039,228,128,100,12,6,6,5,2,3,10,3,7,201,117,84,191,113,78,11,6,5,4,2,2,7,3,4,169,102,67,37,15,22,1,0,1,1,0,1,3,0,3,32,15,17,4924,1888,3036
27,518,99999,802794,1357,K/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1357,Urban,36393,177802,98823,78979,18454,9651,8803,4915,2661,2254,761,413,348,142258,81676,60582,35544,17147,18397,72544,59542,13002,68215,56971,11244,730,399,331,319,266,53,1594,1244,350,65572,55062,10510,4329,2571,1758,130,73,57,54,29,25,235,116,119,3910,2353,1557,3899,2273,1626,130,73,57,54,29,25,175,85,90,3540,2086,1454,430,298,132,0,0,0,0,0,0,60,31,29,370,267,103,105258,39281,65977
27,518,99999,802794,1458,P/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1458,Urban,5286,23689,13614,10075,2331,1190,1141,1663,916,747,325,189,136,18856,11544,7312,4833,2070,2763,10335,8465,1870,9904,8203,1701,29,18,11,68,57,11,375,239,136,9432,7889,1543,431,262,169,30,13,17,5,4,1,30,8,22,366,237,129,356,213,143,30,13,17,3,2,1,17,5,12,306,193,113,75,49,26,0,0,0,2,2,0,13,3,10,60,44,16,13354,5149,8205
27,518,99999,802794,1459,P/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1459,Urban,24614,99684,53612,46072,10556,5482,5074,9383,4817,4566,3790,1876,1914,78854,44188,34666,20830,9424,11406,42543,32003,10540,39116,29914,9202,227,138,89,193,135,58,414,245,169,38282,29396,8886,3427,2089,1338,124,52,72,45,24,21,93,46,47,3165,1967,1198,2972,1775,1197,122,50,72,42,22,20,71,31,40,2737,1672,1065,455,314,141,2,2,0,3,2,1,22,15,7,428,295,133,57141,21609,35532
27,518,99999,802794,1460,P/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1460,Urban,76639,338465,181417,157048,31126,16198,14928,16561,8515,8046,3422,1806,1616,279710,155435,124275,58755,25982,32773,139276,107838,31438,130699,102726,27973,406,288,118,391,289,102,4102,2876,1226,125800,99273,26527,8577,5112,3465,187,104,83,68,36,32,466,190,276,7856,4782,3074,7175,4276,2899,180,98,82,59,32,27,339,131,208,6597,4015,2582,1402,836,566,7,6,1,9,4,5,127,59,68,1259,767,492,199189,73579,125610
27,518,99999,802794,1463,P/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1463,Urban,383,1669,859,810,159,83,76,44,21,23,17,9,8,1428,750,678,241,109,132,664,517,147,655,515,140,0,0,0,0,0,0,6,3,3,649,512,137,9,2,7,0,0,0,0,0,0,2,0,2,7,2,5,7,2,5,0,0,0,0,0,0,2,0,2,5,2,3,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1005,342,663
27,518,99999,802794,1561,P/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1561,Urban,2349,10121,5361,4760,1364,731,633,472,249,223,690,347,343,7039,4013,3026,3082,1348,1734,4471,3118,1353,4313,3032,1281,19,13,6,16,12,4,189,129,60,4089,2878,1211,158,86,72,2,1,1,0,0,0,16,8,8,140,77,63,133,72,61,2,1,1,0,0,0,15,7,8,116,64,52,25,14,11,0,0,0,0,0,0,1,1,0,24,13,11,5650,2243,3407
27,518,99999,802794,1562,P/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1562,Urban,40692,168576,85801,82775,13496,6961,6535,4227,2101,2126,1036,522,514,142500,73682,68818,26076,12119,13957,68236,50203,18033,64418,48303,16115,214,120,94,261,181,80,1835,1255,580,62108,46747,15361,3818,1900,1918,137,59,78,65,14,51,261,62,199,3355,1765,1590,3398,1700,1698,134,58,76,62,14,48,204,50,154,2998,1578,1420,420,200,220,3,1,2,3,0,3,57,12,45,357,187,170,100340,35598,64742
27,518,99999,802794,1563,P/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1563,Urban,26910,120217,62646,57571,10601,5654,4947,3667,1874,1793,1300,630,670,101847,54439,47408,18370,8207,10163,46695,37334,9361,43902,35661,8241,138,89,49,156,118,38,1772,1151,621,41836,34303,7533,2793,1673,1120,88,41,47,55,47,8,219,60,159,2431,1525,906,2504,1521,983,87,40,47,28,21,7,169,54,115,2220,1406,814,289,152,137,1,1,0,27,26,1,50,6,44,211,119,92,73522,25312,48210
27,518,99999,802794,1564,P/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1564,Urban,87118,391381,219078,172303,42574,22448,20126,20670,10909,9761,4494,2408,2086,312265,184259,128006,79116,34819,44297,158203,130912,27291,149594,125705,23889,405,274,131,1140,959,181,6162,4430,1732,141887,120042,21845,8609,5207,3402,256,135,121,134,99,35,840,378,462,7379,4595,2784,7116,4278,2838,246,131,115,120,92,28,652,310,342,6098,3745,2353,1493,929,564,10,4,6,14,7,7,188,68,120,1281,850,431,233178,88166,145012
27,518,99999,802794,1565,P/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1565,Urban,53805,247521,132813,114708,31688,16438,15250,9554,4995,4559,2664,1395,1269,183927,103837,80090,63594,28976,34618,92476,74949,17527,85354,70533,14821,232,168,64,614,502,112,2751,1994,757,81757,67869,13888,7122,4416,2706,120,70,50,117,66,51,528,191,337,6357,4089,2268,6136,3779,2357,117,69,48,111,62,49,391,139,252,5517,3509,2008,986,637,349,3,1,2,6,4,2,137,52,85,840,580,260,155045,57864,97181
27,518,99999,802794,1566,P/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1566,Urban,768,3550,1818,1732,356,181,175,0,0,0,283,142,141,2458,1417,1041,1092,401,691,1569,1106,463,1347,979,368,40,34,6,52,28,24,5,3,2,1250,914,336,222,127,95,5,0,5,8,4,4,1,0,1,208,123,85,196,114,82,5,0,5,7,4,3,0,0,0,184,110,74,26,13,13,0,0,0,1,0,1,1,0,1,24,13,11,1981,712,1269
27,518,99999,802794,1667,R/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1667,Urban,80526,348033,189485,158548,31330,16524,14806,12115,6459,5656,3916,2079,1837,289212,161918,127294,58821,27567,31254,140115,113694,26421,134743,110209,24534,234,149,85,499,354,145,4909,3654,1255,129101,106052,23049,5372,3485,1887,110,49,61,39,23,16,503,197,306,4720,3216,1504,4056,2589,1467,107,49,58,36,22,14,368,150,218,3545,2368,1177,1316,896,420,3,0,3,3,1,2,135,47,88,1175,848,327,207918,75791,132127
27,518,99999,802794,1668,R/S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1668,Urban,79113,343196,189834,153362,34386,18053,16333,19051,9965,9086,4508,2474,2034,276483,158739,117744,66713,31095,35618,141769,112594,29175,132440,107157,25283,347,215,132,729,547,182,3960,2616,1344,127404,103779,23625,9329,5437,3892,248,126,122,204,116,88,715,220,495,8162,4975,3187,7794,4589,3205,233,122,111,191,109,82,562,184,378,6808,4174,2634,1535,848,687,15,4,11,13,7,6,153,36,117,1354,801,553,201427,77240,124187
27,518,99999,802794,1769,R/C,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1769,Urban,74368,306941,156347,150594,23525,12377,11148,14380,7316,7064,3198,1618,1580,266106,136428,129678,40835,19919,20916,122003,88085,33918,115676,84830,30846,350,188,162,456,320,136,2748,1788,960,112122,82534,29588,6327,3255,3072,224,101,123,35,17,18,272,89,183,5796,3048,2748,5639,2857,2782,220,98,122,33,16,17,213,64,149,5173,2679,2494,688,398,290,4,3,1,2,1,1,59,25,34,623,369,254,184938,68262,116676
27,518,99999,802794,1770,R/C,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1770,Urban,13831,56789,28906,27883,4147,2136,2011,1475,770,705,1278,640,638,48753,25098,23655,8036,3808,4228,23081,16839,6242,21920,16287,5633,70,47,23,80,63,17,514,328,186,21256,15849,5407,1161,552,609,60,31,29,37,15,22,41,12,29,1023,494,529,1023,492,531,59,30,29,37,15,22,35,11,24,892,436,456,138,60,78,1,1,0,0,0,0,6,1,5,131,58,73,33708,12067,21641
27,518,99999,802794,1771,R/C,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1771,Urban,1382,6060,3332,2728,608,336,272,45,21,24,559,286,273,4234,2485,1749,1826,847,979,3050,2048,1002,2767,1915,852,112,98,14,161,106,55,58,41,17,2436,1670,766,283,133,150,7,4,3,83,47,36,12,3,9,181,79,102,181,92,89,7,4,3,79,45,34,9,2,7,86,41,45,102,41,61,0,0,0,4,2,2,3,1,2,95,38,57,3010,1284,1726
27,518,99999,802794,1772,R/C,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1772,Urban,21044,91245,48006,43239,7704,4056,3648,4711,2397,2314,1025,541,484,76666,41198,35468,14579,6808,7771,36758,28541,8217,34965,27578,7387,91,55,36,112,88,24,1043,713,330,33719,26722,6997,1793,963,830,68,28,40,10,5,5,147,57,90,1568,873,695,1607,862,745,67,27,40,9,4,5,121,46,75,1410,785,625,186,101,85,1,1,0,1,1,0,26,11,15,158,88,70,54487,19465,35022
27,518,99999,802794,1773,R/C,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1773,Urban,24170,101127,52562,48565,8897,4655,4242,6714,3409,3305,2185,1114,1071,84520,45383,39137,16607,7179,9428,41275,30318,10957,38913,29092,9821,99,63,36,400,307,93,1234,819,415,37180,27903,9277,2362,1226,1136,83,42,41,33,14,19,151,65,86,2095,1105,990,1982,1054,928,81,40,41,26,10,16,134,60,74,1741,944,797,380,172,208,2,2,0,7,4,3,17,5,12,354,161,193,59852,22244,37608
27,518,99999,802794,1870,R/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1870,Urban,30933,122270,66253,56017,11912,6208,5704,3762,2011,1751,1555,825,730,99047,55645,43402,23223,10608,12615,52765,39330,13435,50300,37923,12377,182,134,48,334,260,74,1024,608,416,48760,36921,11839,2465,1407,1058,29,17,12,87,44,43,208,83,125,2141,1263,878,1997,1109,888,28,17,11,85,42,43,155,67,88,1729,983,746,468,298,170,1,0,1,2,2,0,53,16,37,412,280,132,69505,26923,42582
27,518,99999,802794,1873,R/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1873,Urban,36641,154558,85482,69076,15115,7993,7122,4697,2461,2236,2290,1184,1106,127628,73629,53999,26930,11853,15077,63583,51431,12152,61000,49949,11051,116,84,32,210,170,40,1407,971,436,59267,48724,10543,2583,1482,1101,75,34,41,15,7,8,219,40,179,2274,1401,873,2153,1192,961,75,34,41,12,6,6,174,25,149,1892,1127,765,430,290,140,0,0,0,3,1,2,45,15,30,382,274,108,90975,34051,56924
27,518,99999,802794,1874,R/N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1874,Urban,36517,154540,81975,72565,13692,7307,6385,5601,2895,2706,1752,897,855,129491,70737,58754,25049,11238,13811,61053,48095,12958,58745,46831,11914,80,56,24,182,139,43,1651,1177,474,56832,45459,11373,2308,1264,1044,73,34,39,19,7,12,158,50,108,2058,1173,885,1976,1068,908,73,34,39,19,7,12,126,41,85,1758,986,772,332,196,136,0,0,0,0,0,0,32,9,23,300,187,113,93487,33880,59607
27,518,99999,802794,1975,L,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1975,Urban,26590,139548,76669,62879,16673,8537,8136,7980,4016,3964,910,514,396,109713,62653,47060,29835,14016,15819,50435,43462,6973,47647,41544,6103,104,57,47,120,95,25,1211,877,334,46212,40515,5697,2788,1918,870,84,49,35,23,13,10,98,35,63,2583,1821,762,2425,1672,753,82,47,35,19,10,9,78,29,49,2246,1586,660,363,246,117,2,2,0,4,3,1,20,6,14,337,235,102,89113,33207,55906
